t,immediate_p_newline,d_Capital,d_Continent,d_Currency,d_Language,d_Type,p_A_Capital,p_A_Continent,p_A_Currency,p_A_Language,p_A_Type,p_B_Capital,p_B_Continent,p_B_Currency,p_B_Language,p_B_Type
0.10,0.92979133,0.01468824794961047,0.020061836315394058,0.01693574080515136,0.01442942212635284,0.019247532973718527,0.925786,0.73931676,0.58733916,0.9502035,0.72539467,5.152654e-06,0.018394828,0.00077795616,0.00014092331,0.72539467
0.11,0.9298887,0.016448048973530256,0.022597991208577757,0.019027835180924626,0.016113997504222488,0.02145673937035093,0.9258519,0.7390921,0.5880688,0.95029235,0.7255445,5.161401e-06,0.018374074,0.000773795,0.00014126969,0.7255445
0.12,0.9299926,0.01828782326398482,0.02525238419067074,0.02122823004380178,0.017868005761660106,0.023740431629296187,0.9259198,0.738879,0.5889173,0.9503858,0.7257573,5.1704415e-06,0.01835421,0.0007694199,0.00014164622,0.7257573
0.13,0.93010515,0.020215637174464472,0.028029553499113874,0.02354762515957987,0.019700003437828007,0.026107734376844573,0.92598844,0.73868185,0.5898831,0.95048004,0.7260487,5.1800644e-06,0.018335335,0.0007648556,0.00014207387,0.7260487
0.14,0.93022734,0.022242326474240785,0.030935486531581412,0.02599882485376147,0.02162088767074442,0.02856646179178378,0.9260611,0.73849404,0.5909829,0.9505787,0.72641516,5.1903608e-06,0.018318893,0.00076006143,0.00014255756,0.72641516
0.15,0.93036026,0.024378911743236344,0.03397615616093514,0.028595912326074863,0.023640525358793577,0.03112698986671797,0.92613363,0.7383106,0.5922312,0.9506794,0.72687745,5.201799e-06,0.018307183,0.000755049,0.00014310883,0.72687745
0.16,0.9305066,0.026636610345880975,0.037155258701510964,0.031353952695204905,0.025770875468676156,0.03380007862206466,0.9262077,0.7381228,0.59364796,0.950782,0.7274313,5.214712e-06,0.018301236,0.00074981066,0.00014375955,0.7274313
0.17,0.93066466,0.029029634049987027,0.04048195558812714,0.03428973207356704,0.02802606803041044,0.03659940624928265,0.9262816,0.73792785,0.5952459,0.95088786,0.72809505,5.2296014e-06,0.018303907,0.0007443526,0.00014452093,0.72809505
0.18,0.9308402,0.03157358088294463,0.04396003483064857,0.03742192424329029,0.0304212605414877,0.03953943721136118,0.9263551,0.73772067,0.5970382,0.9509936,0.7288829,5.247002e-06,0.01831808,0.00073870586,0.00014543312,0.7288829
0.19,0.93103206,0.03428521107906735,0.047597330782180355,0.04077164711603042,0.032974031458325996,0.04263869346264174,0.92642367,0.7374814,0.59906256,0.9511,0.7297961,5.2677974e-06,0.018347133,0.00073284557,0.00014652433,0.7297961
0.20,0.9312431,0.03718372884537418,0.051402659955134156,0.0443619145512571,0.03570516871462279,0.04591811333766032,0.92648673,0.7372011,0.6013173,0.95120496,0.7308534,5.2929377e-06,0.018395934,0.00072684593,0.00014784456,0.7308534
0.21,0.93147576,0.04029083319433777,0.05538443945812003,0.048219402049992775,0.038638272799472774,0.049404166354004575,0.92653817,0.73687184,0.6038476,0.95130616,0.7320653,5.3237536e-06,0.018469142,0.00072072825,0.00014945463,0.7320653
0.22,0.9317313,0.04363116850541351,0.05955605493426028,0.052372895051102354,0.04180089185669294,0.05312759430875663,0.9265775,0.7364672,0.60667014,0.95140207,0.73344624,5.361659e-06,0.018573266,0.00071455433,0.00015142499,0.73344624
0.23,0.93201524,0.04723207837333162,0.06392822318561948,0.05685707228725391,0.04522565735820831,0.057125890245728804,0.92659307,0.73596823,0.60982335,0.9514905,0.7350145,5.408886e-06,0.018717855,0.0007084113,0.0001538456,0.7350145
0.24,0.9323277,0.05112373570301195,0.06852087363124698,0.0617075359625991,0.04895118447231634,0.06144447255359565,0.9265741,0.73534507,0.61332947,0.9515653,0.7367877,5.468458e-06,0.018912556,0.00070244964,0.00015685036,0.7367877
0.25,0.9326706,0.05534259124453698,0.07335653886476809,0.06696765692780973,0.05302397876918564,0.06614169588458874,0.926512,0.73457664,0.6172369,0.9516252,0.73879033,5.5438077e-06,0.019172201,0.0006968095,0.00016059402,0.73879033
0.26,0.9330424,0.05992739433261988,0.07846858777221306,0.07268425454481836,0.057499977587616935,0.0712859731533757,0.9263897,0.7336106,0.6215728,0.95166075,0.74103767,5.639771e-06,0.019514443,0.0006917487,0.000165302,0.74103767
0.27,0.9334505,0.06492486363323056,0.08389900639526157,0.07891047314430769,0.06244653878140329,0.07696525041967398,0.9261865,0.73239964,0.6263853,0.95166695,0.74355805,5.763084e-06,0.019963631,0.0006875855,0.00017126327,0.74355805
0.28,0.93389374,0.07038759593506522,0.08970991215594669,0.08570558533110535,0.06794573804645555,0.08328594650250278,0.9258753,0.73089945,0.6317003,0.95163375,0.74638283,5.9227223e-06,0.020551078,0.0006848094,0.00017888658,0.74638283
0.29,0.93437326,0.07637888459254241,0.09598676560797251,0.0931388885866399,0.07409785222403124,0.09038165038088836,0.9254212,0.7290239,0.63757885,0.9515499,0.7495369,6.131228e-06,0.021320432,0.0006840101,0.00018874838,0.7495369
0.30,0.9348912,0.08297373910230578,0.10285043005844458,0.10128637129375312,0.08102481780682215,0.09841652373168995,0.92477995,0.72669065,0.64403635,0.9514001,0.7530611,6.4063647e-06,0.02233224,0.00068612734,0.00020169144,0.7530611
0.31,0.9354358,0.09026676998409383,0.11047273931020266,0.11023818977896033,0.08887659050785217,0.10759567892322243,0.9239017,0.72378707,0.6511041,0.95116925,0.75698525,6.773407e-06,0.02367074,0.00069237716,0.00021894474,0.75698525
0.32,0.9360111,0.09837409544199233,0.11908939448702123,0.12010017975446316,0.09783285178149247,0.11816832007137924,0.922717,0.72018564,0.65881336,0.9508328,0.7613601,7.270567e-06,0.025456015,0.00070461415,0.00024244683,0.7613601
0.33,0.936603,0.10744573256003964,0.12902528713020403,0.13100438838000267,0.10811194205344364,0.13044036387725344,0.9211431,0.71569765,0.6671591,0.9503642,0.76621854,7.956474e-06,0.027865892,0.0007255101,0.00027528402,0.76621854
0.34,0.9372095,0.11767467288270023,0.14070684549031556,0.14312248572803382,0.11997365856717257,0.14478318467945475,0.9190791,0.71009666,0.67612875,0.94972605,0.7716248,8.926163e-06,0.03116429,0.0007592446,0.00032266285,0.7716248
0.35,0.93780476,0.12930572581627,0.15467307921805656,0.15669220617559282,0.13372481110648066,0.16163793427402845,0.91639864,0.7030442,0.6856822,0.94886863,0.77761275,1.034202e-05,0.035760503,0.00081248896,0.00039386126,0.77761275
0.36,0.93837565,0.14264571517118643,0.17156603951334873,0.17206023056349926,0.14972799083752664,0.18152295296045554,0.9129388,0.6941046,0.69573724,0.9477161,0.7842519,1.2503532e-05,0.04228674,0.00089660723,0.00050642196,0.7842519
0.37,0.93890864,0.15806640141383346,0.19208813680528775,0.1897541974420956,0.1684130687355968,0.20502459035140563,0.9084989,0.68259287,0.70610285,0.9461429,0.79159725,1.601181e-05,0.05175951,0.0010322988,0.00069612236,0.79159725
0.38,0.9393861,0.17601012317138834,0.2169293291720313,0.21060269414076022,0.19030027975690056,0.23277863077875335,0.9028391,0.6674498,0.7163799,0.9438992,0.7996775,2.2217084e-05,0.06583009,0.001260338,0.0010418734,0.7996775
0.39,0.93978906,0.19707723707997704,0.2466900429178334,0.2359604934600449,0.2160541378852055,0.26542793164253037,0.895722,0.6470105,0.72552997,0.9404554,0.80848974,3.462361e-05,0.087204754,0.001669798,0.0017353012,0.80848974
0.40,0.94009954,0.22240904235637224,0.28182179020869635,0.2679822837536888,0.24658428225147194,0.3035558387822105,0.8871221,0.61844605,0.73105925,0.9345637,0.8179618,6.429291e-05,0.120321,0.0024759509,0.0032975713,0.8179618
0.41,0.9403018,0.2545032602897154,0.3226286323926394,0.30922504713216453,0.28321595293922147,0.34758228700925714,0.877537,0.5771551,0.7278899,0.92298526,0.82788056,0.00015528574,0.17216615,0.004245335,0.0073510413,0.82788056
0.42,0.9403557,0.29668646778784424,0.3692368672820885,0.3602926616605883,0.3275427438440121,0.397588791622746,0.8672862,0.5162255,0.7078161,0.89637345,0.83779615,0.0005240935,0.25227514,0.008512184,0.019655243,0.83779615
0.43,0.94022745,0.34915524510022317,0.4214257864701862,0.41820925053957925,0.38008235562229936,0.45307117911214967,0.8529423,0.4286584,0.6587496,0.82670027,0.84672105,0.0023759285,0.36839396,0.01932636,0.06178878,0.84672105
0.44,0.93992007,0.4091382947449366,0.47838623795983637,0.4801056540261957,0.43911030172843657,0.5127080628435562,0.8177211,0.31630188,0.56159747,0.64566094,0.85281605,0.013153616,0.51375246,0.046753727,0.20108289,0.85281605
0.45,0.9395257,0.47429858151862375,0.5384146546081146,0.544525695044413,0.5020572920962282,0.5742436511524669,0.6833868,0.20118327,0.40158865,0.32710052,0.8539056,0.08000348,0.6564658,0.108205445,0.5027362,0.8539056
0.46,0.93920666,0.5414793865039965,0.5985389521237982,0.6081972613225036,0.5665355185336287,0.6345722578426494,0.30709103,0.11350719,0.22286396,0.092961706,0.8492484,0.32914153,0.76050884,0.20308702,0.7771298,0.8492484
0.47,0.93905747,0.6075851317186981,0.6550670513698823,0.6669870448647033,0.6298063324289863,0.6900577542740671,0.05091998,0.061912507,0.10135882,0.019916316,0.8405429,0.55457574,0.8189776,0.29402858,0.89272314,0.8405429
0.48,0.9390665,0.668859681086442,0.7050153297168801,0.7184237313976399,0.6884046259566092,0.7375483448387973,0.0065991906,0.03545245,0.042905122,0.004442089,0.83041686,0.62699664,0.84682345,0.35622367,0.93052876,0.83041686
0.49,0.9391908,0.7192921686548879,0.7468917592851947,0.761338956463871,0.7384845062664759,0.775697452110052,0.0012131255,0.022232793,0.018863473,0.0012350372,0.8207927,0.65739626,0.8588698,0.3898263,0.9429515,0.8207927
0.50,0.9393879,0.7572253357694654,0.7808642711163275,0.7954499861846214,0.7778791866927797,0.80517421879524,0.00036303265,0.015356938,0.009357065,0.00046190392,0.81257063,0.6770488,0.8636112,0.40378463,0.94634604,0.81257063
0.51,0.9396278,0.7863223509920635,0.8081789187899435,0.821963025307265,0.8075677060888601,0.8277009988025467,0.00015679059,0.011519435,0.005384515,0.000229279,0.80597293,0.6917731,0.86511236,0.40734693,0.9459628,0.80597293
0.52,0.939887,0.809704849508061,0.8302892729226931,0.8428107224170557,0.8301482369419708,0.8450817904591971,8.593864e-05,0.009209796,0.0035254688,0.00014180945,0.8009214,0.70327294,0.86521006,0.40639803,0.9438784,0.8009214
0.53,0.94015414,0.8290405156850753,0.8484209223835164,0.8596292815288316,0.8479473416702534,0.8587776371892551,5.5327087e-05,0.0077229124,0.0025428883,0.00010214983,0.79721206,0.71228766,0.8647273,0.40379986,0.94106823,0.79721206
0.54,0.9404132,0.8453134386150705,0.8635025248785174,0.87353427825443,0.8625002354634163,0.8698592413917251,3.9869752e-05,0.0067093233,0.0019664853,8.1361635e-05,0.79462105,0.7193351,0.864049,0.40081003,0.93801665,0.79462105
0.55,0.9406599,0.8591873998004659,0.8762171433764415,0.8852538761321432,0.874735814056735,0.87906924741624,3.112982e-05,0.0059854533,0.0015997515,6.921321e-05,0.79294056,0.7248262,0.8633499,0.39794585,0.9349744,0.79294056
0.56,0.9408903,0.8711415008504705,0.8870707247811563,0.8952786909546572,0.8852251934303953,0.8869213959947689,2.5746804e-05,0.0054484354,0.0013514649,6.150657e-05,0.79197836,0.7291204,0.86270225,0.395408,0.9320624,0.79197836
0.57,0.94110286,0.8815351804613502,0.8964400313890513,0.9039547075033405,0.894345643301594,0.893764381792966,2.2206781e-05,0.0050373436,0.0011752256,5.630631e-05,0.79157245,0.7324868,0.86213607,0.39324042,0.92933345,0.79157245
0.58,0.94129705,0.8906458844640308,0.904609723050746,0.9115369540212424,0.9023603847772225,0.8998424325648201,1.9757023e-05,0.004714506,0.0010453993,5.2628708e-05,0.79159373,0.7351309,0.8616544,0.39145172,0.92680925,0.79159373
0.59,0.9414793,0.898691140548537,0.911798573733869,0.9182213853919122,0.9094665536775587,0.9053258933550947,1.7991391e-05,0.0044551385,0.0009468974,4.9932252e-05,0.79194146,0.73721874,0.8612618,0.38999373,0.92448276,0.79194146
0.60,0.9416427,0.9058463066787557,0.9181754184139213,0.9241597055191991,0.9158164179498751,0.9103341454541167,1.6678265e-05,0.0042432295,0.0008703774,4.789899e-05,0.79252905,0.738869,0.8609393,0.3888378,0.9223471,0.79252905
0.61,0.9417983,0.9122520749742158,0.9238739480937882,0.9294723162870105,0.9215290739576167,0.9149580102414218,1.5676156e-05,0.0040672924,0.00080974045,4.6335626e-05,0.7932909,0.740174,0.8606847,0.38794056,0.9203822,0.7932909
0.62,0.9419409,0.9180239541465234,0.9290006325417735,0.9342571911776818,0.9267030481778872,0.919261140703796,1.4896184e-05,0.003919273,0.0007608951,4.511267e-05,0.7941793,0.74120265,0.86048675,0.38726223,0.9185747,0.7941793
0.63,0.94207394,0.9232567275295986,0.933640867697864,0.93859247834164,0.9314156431974171,0.9232933916769666,1.4278833e-05,0.0037933264,0.00072098454,4.4144075e-05,0.7951537,0.74201244,0.8603436,0.38676894,0.91690934,0.7951537
0.64,0.9421984,0.928026611036049,0.9378651728507079,0.9425425848399854,0.9357309008621432,0.9270934151393525,1.3783388e-05,0.0036851952,0.00068799616,4.3371663e-05,0.7961842,0.7426428,0.86024046,0.38643214,0.91536826,0.7961842
0.65,0.94232,0.932400219044618,0.9417302024103367,0.9461615537498056,0.9397023576973433,0.9306904444809223,1.338229e-05,0.00359149,0.00066041853,4.275214e-05,0.7972496,0.7431321,0.86017364,0.38622722,0.9139361,0.7972496
0.66,0.94243413,0.9364293464027679,0.9452850163893078,0.9494922350657621,0.9433723518480979,0.9341072218250084,1.30540875e-05,0.0035095934,0.0006371602,4.2251664e-05,0.7983314,0.7435064,0.86013883,0.38612238,0.91260475,0.7983314
0.67,0.9425428,0.9401588436057785,0.9485679627125085,0.9525716865302191,0.9467784153788001,0.9373630260339099,1.2784244e-05,0.0034375554,0.00061738177,4.184722e-05,0.79941714,0.74378264,0.860133,0.3861086,0.91136134,0.79941714
0.68,0.9426463,0.943626485192174,0.9516138189383372,0.9554301811486072,0.9499499897249241,0.9404731967525493,1.2560993e-05,0.0033737842,0.0006004262,4.152185e-05,0.80049616,0.74398476,0.86014843,0.38616443,0.91019595,0.80049616
0.69,0.9427463,0.9468632048637918,0.9544502080540412,0.9580941120999464,0.9529137006308478,0.9434509244126438,1.23755535e-05,0.0033170448,0.0005857995,4.1259176e-05,0.8015646,0.7441269,0.8601824,0.38627154,0.9091033,0.8015646
0.70,0.9428435,0.9498957188796872,0.9571021017495379,0.9605844745218053,0.9556900443313865,0.9463054801019998,1.2221302e-05,0.0032660777,0.0005730834,4.1047548e-05,0.80261403,0.7442151,0.8602352,0.386423,0.9080754,0.80261403
0.71,0.9429372,0.9527471300880526,0.9595888488520533,0.9629209361073948,0.9583000219315425,0.9490467790311927,1.20927125e-05,0.0032202047,0.00056197704,4.0878265e-05,0.803644,0.7442624,0.86030495,0.3866029,0.90710396,0.803644
0.72,0.9430283,0.9554354971857556,0.9619290961221401,0.9651186768742378,0.9607586086399496,0.9516818539916029,1.1985638e-05,0.0031787266,0.0005522038,4.074527e-05,0.8046445,0.74427664,0.8603829,0.38680667,0.9061831,0.8046445
0.73,0.94311446,0.9579783807545953,0.9641373547170362,0.9671917255069713,0.963079596285174,0.9542173180355102,1.1896359e-05,0.0031409513,0.0005435755,4.0640585e-05,0.8056198,0.74426603,0.8604701,0.38702047,0.9053111,0.8056198
0.74,0.94320005,0.9603893291171315,0.9662268183298124,0.9691522184253041,0.9652759970992257,0.9566599340381458,1.1822517e-05,0.0031064174,0.00053590984,4.0561237e-05,0.8065689,0.7442307,0.8605697,0.38724253,0.9044815,0.8065689
0.75,0.9432814,0.9626811621989875,0.9682093760909616,0.9710106953037533,0.9673590512654685,0.959014018126273,1.1761455e-05,0.003074587,0.0005290674,4.050133e-05,0.80749065,0.7441826,0.8606774,0.38746664,0.90369195,0.80749065
0.76,0.9433606,0.9648640507612346,0.9700943731532663,0.9727753966330747,0.9693383960571978,0.9612856023415431,1.1711425e-05,0.0030453799,0.00052292517,4.046032e-05,0.80838245,0.74412304,0.8607861,0.38768739,0.90293527,0.80838245
0.77,0.94343543,0.9669484164075762,0.9718907602701102,0.9744550066214092,0.9712216202273763,0.9634784354281397,1.16707915e-05,0.003018313,0.00051739236,4.0433646e-05,0.80924386,0.74405247,0.8608992,0.3879002,0.9022109,0.80924386
0.78,0.9435096,0.9689419865668507,0.9736066763144005,0.9760566181990429,0.9730178029689472,0.9655975918320714,1.16385545e-05,0.0029930857,0.00051237573,4.041935e-05,0.8100791,0.7439734,0.8610199,0.3881011,0.90151703,0.8100791
0.79,0.943582,0.9708520716271415,0.9752481162618534,0.9775865275455264,0.9747336619050843,0.9676474950083385,1.1613174e-05,0.0029695616,0.00050782156,4.041507e-05,0.810887,0.743896,0.86113995,0.38828886,0.9008526,0.810887
0.80,0.9436508,0.9726855476135547,0.9768219626897655,0.9790502349775425,0.9763746870702897,0.9696277341736799,1.159414e-05,0.0029475368,0.0005036579,4.0419596e-05,0.8116605,0.74381363,0.86125976,0.38846228,0.9002131,0.8116605
0.81,0.9437181,0.9744484008009373,0.9783329118095601,0.9804532691329442,0.9779480981954486,0.9715474761426641,1.1580458e-05,0.0029268097,0.00049984024,4.043216e-05,0.8124119,0.7437334,0.8613824,0.3886176,0.8995969,0.8124119
0.82,0.94378304,0.9761461877769241,0.9797869987206709,0.9817998671884038,0.9794579887261304,0.9734083216619019,1.1571374e-05,0.0029074007,0.0004963283,4.0451858e-05,0.81314147,0.7436569,0.86149937,0.38875088,0.8990006,0.81314147
0.83,0.9438439,0.9777836630211708,0.9811878148088051,0.9830938317199154,0.9809094119089435,0.9752119289302327,1.1566247e-05,0.0028889638,0.0004930783,4.0476745e-05,0.81384003,0.74358547,0.86161804,0.38886833,0.8984271,0.81384003
0.84,0.9439055,0.9793666675661458,0.9825405983332456,0.9843400637544828,0.9823076006152651,0.9769610703949297,1.1565287e-05,0.002871438,0.00049006153,4.050707e-05,0.8145108,0.7435124,0.8617343,0.3889653,0.89786977,0.8145108
0.85,0.94396305,0.980897104802061,0.9838481939732174,0.9855416398293088,0.9836556743782121,0.9786619042893897,1.15670755e-05,0.0028548662,0.00048724603,4.0540926e-05,0.8151647,0.7434516,0.8618467,0.3890426,0.89733225,0.8151647
0.86,0.9440182,0.9823811038284137,0.9851142330201528,0.9867016198163585,0.9849576877885108,0.9803165702831815,1.1572058e-05,0.002839055,0.00048461297,4.0577237e-05,0.8157943,0.74339026,0.8619556,0.389102,0.89681274,0.8157943
0.87,0.94407076,0.983821240694502,0.986342289666809,0.9878233726584221,0.9862176224645373,0.9819266718567222,1.1579477e-05,0.0028239866,0.00048213731,4.061864e-05,0.81640357,0.7433393,0.86205745,0.38913918,0.8963043,0.81640357
0.88,0.94412106,0.9852220065751505,0.9875351837446523,0.988909465200489,0.9874381438656284,0.9834959150109281,1.1588937e-05,0.0028094656,0.00047979868,4.0660223e-05,0.8169902,0.74329346,0.86215883,0.38915882,0.89581627,0.8169902
0.89,0.9441697,0.9865864276064007,0.9886967227381929,0.9899628862636581,0.988623095756961,0.9850260616405413,1.1600626e-05,0.0027956092,0.00047758344,4.0705403e-05,0.81755704,0.74325657,0.862253,0.3891558,0.8953385,0.81755704
0.90,0.94421417,0.9879180809582293,0.9898281393372605,0.9909859298818782,0.9897750473691282,0.9865213227281099,1.1613974e-05,0.0027822144,0.00047548104,4.0751424e-05,0.8181078,0.7432267,0.8623474,0.38912922,0.8948747,0.8181078
0.91,0.94425833,0.9892184489486383,0.990933071937214,0.991981279433866,0.9908963977456933,0.9879836363928742,1.1628925e-05,0.0027693263,0.00047346958,4.0798386e-05,0.8186382,0.74319905,0.86243,0.38908532,0.89442396,0.8186382
0.92,0.9443009,0.9904918840230821,0.9920127403419411,0.9929506671430843,0.9919904805565454,0.9894160586638305,1.16448e-05,0.0027569255,0.0004715287,4.084765e-05,0.81915504,0.7431838,0.8625065,0.38902572,0.89398086,0.81915504
0.93,0.9443402,0.9917414674625415,0.9930707141868401,0.9938961686622771,0.9930589149294089,0.9908183326874591,1.1662298e-05,0.0027448684,0.00046965605,4.0895397e-05,0.8196567,0.74317205,0.86257815,0.38894922,0.8935546,0.8196567
0.94,0.94437623,0.992968286647437,0.9941081247926298,0.9948199963653773,0.9941043633210764,0.9921936520505962,1.1680431e-05,0.0027331954,0.000467844,4.094469e-05,0.820141,0.7431665,0.86264586,0.38885373,0.8931347,0.820141
0.95,0.94441164,0.9941760169647759,0.9951267805217062,0.9957240077599734,0.9951289834208483,0.9935458648742531,1.169929e-05,0.0027218706,0.0004660723,4.0992836e-05,0.8206146,0.74316764,0.8627036,0.38874137,0.8927245,0.8206146
0.96,0.944443,0.9953667624326981,0.9961285313813181,0.9966096500007537,0.9961339838955422,0.9948756169194631,1.1718779e-05,0.0027107548,0.00046433922,4.104123e-05,0.82107645,0.7431728,0.8627571,0.38861263,0.89232373,0.82107645
0.97,0.9444725,0.9965429342961704,0.9971155764227475,0.9974784829061738,0.9971224835297796,0.996183704831593,1.1738538e-05,0.0026999344,0.00046262812,4.108814e-05,0.8215247,0.74318314,0.86280406,0.3884673,0.89193135,0.8215247
0.98,0.9445,0.9977050063154463,0.9980884258197597,0.9983322852328073,0.9980950087473414,0.9974742889942988,1.1758556e-05,0.0026893814,0.00046093846,4.113446e-05,0.82196295,0.74319774,0.86284316,0.3883087,0.89154655,0.82196295
0.99,0.94452447,0.9988574849217949,0.9990498247499372,0.9991724190653148,0.9990536183724846,0.9987445366501538,1.1778548e-05,0.0026789894,0.0004592583,4.1179144e-05,0.8223877,0.7432142,0.8628756,0.3881337,0.8911694,0.8223877
1.00,0.94454736,1.0,1.0,1.0,1.0,1.0,1.1798623e-05,0.0026687977,0.0004575771,4.122219e-05,0.82280475,0.7432345,0.8629005,0.3879459,0.89079946,0.82280475
